index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1092,implicit_numerical_knowledge,square,Leon is making a square shaped frame with ribbon. He has ribbon of length 60 units.,A square has four sides of equal length,"{'question_text': 'What could be the side length of the square?', 'options': [{'A': 14}, {'B': 13}, {'C': 12}, {'D': 20}], 'value_answer': [14, 13, 12], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 15, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the side length of the square?,"[{'A': 14}, {'B': 13}, {'C': 12}, {'D': 20}]","[14, 13, 12]","['A', 'B', 'C']",Neeraj,"[12, 13, 14, 20]"
546,attribute_comparison,elongation_and_tensile_strength,Dylan conducted a survey on train accidents due to elongation of railway tracks where he observed that the elongation of metals change with tensile strength of metals. The elongation of the metal with higher tensile strength is 36 units.,Elongation is inversely proportional to the tensile strength.,"{'question_text': 'What could be the elongation of the other metal?', 'options': [{'A': 36}, {'B': 37}, {'C': 38}, {'D': 31}, {'E': 'None'}], 'value_answer': [37, 38], 'option_answer': ['B', 'C'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the elongation of the other metal?,"[{'A': 36}, {'B': 37}, {'C': 38}, {'D': 31}, {'E': 'None'}]","[37, 38]","['B', 'C']",Yamini,"[36, 37, 38]"
676,attribute_comparison,eyes,Joel and his friend wear spectacles because both of them have power. His eyes are better in comparison to his friends power. He wears spectacles of 6 power.,People with high power of spectacles have weak eyes as compared to people with low power of spectacles.,"{'question_text': 'What could be the value of spectacles of higher power', 'options': [{'A': 1}, {'B': 3}, {'C': 10}, {'D': 4}, {'E': 'None'}], 'value_answer': [10], 'option_answer': ['C'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the value of spectacles of higher power,"[{'A': 1}, {'B': 3}, {'C': 10}, {'D': 4}, {'E': 'None'}]",[10],['C'],Sidharth,[10]
1070,implicit_numerical_knowledge,dogs,Justin has recently brought a more than 7 dogs to his home. He wants to buy a shoe for each leg of his dogs.,Dogs have 4 legs,"{'question_text': 'How many shoes could he buy for his dogs?', 'options': [{'A': 36}, {'B': 28}, {'C': 24}, {'D': 32}], 'value_answer': [36, 28, 32], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many shoes could he buy for his dogs?,"[{'A': 36}, {'B': 28}, {'C': 24}, {'D': 32}]","[36, 28, 32]","['A', 'B', 'D']",Neeraj,"[28, 32]"
1216,non_numerical,screwdriver,"To open the device for repairs, Nolan needed to unscrew a component in the device.",Screwdriver is required to unwind or wind a screw.,"{'question_text': 'What could have been used by Nolan to open the screws?', 'options': [{'A': 'Screwdriver'}, {'B': 'Hammer'}, {'C': 'Bulb'}, {'D': 'Laptop'}], 'value_answer': ['Screwdriver'], 'option_answer': ['A'], 'other': {}}",What could have been used by Nolan to open the screws?,"[{'A': 'Screwdriver'}, {'B': 'Hammer'}, {'C': 'Bulb'}, {'D': 'Laptop'}]",['Screwdriver'],['A'],Kevin,['Screwdriver']
1589,implicit_numerical_knowledge,double,Last year 548 people voted for the college election and this year the vote count was more than double the last time.,Double means two times,"{'question_text': 'How many people could have voted this year?', 'options': [{'A': 1050}, {'B': 1200}, {'C': 1250}, {'D': 1000}], 'value_answer': [1200, 1250], 'option_answer': ['B', 'C'], 'other': {'given_value': 1096, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many people could have voted this year?,"[{'A': 1050}, {'B': 1200}, {'C': 1250}, {'D': 1000}]","[1200, 1250]","['B', 'C']",Neeraj,"[1050, 1200, 1250]"
548,attribute_comparison,elongation_and_tensile_strength,Jesse conducted a survey on train accidents due to elongation of railway tracks where he observed that the elongation of metals change with tensile strength of metals. The tensile strength of the metal with more elongation is 30 units.,Elongation is inversely proportional to the tensile strength.,"{'question_text': 'What could be the tensile strength of the other metal?', 'options': [{'A': 32}, {'B': 29}, {'C': 34}, {'D': 26}], 'value_answer': [32, 34], 'option_answer': ['A', 'C'], 'other': {'given_value': 30, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the tensile strength of the other metal?,"[{'A': 32}, {'B': 29}, {'C': 34}, {'D': 26}]","[32, 34]","['A', 'C']",Yamini,"[32, 34]"
799,attribute_comparison,potential_energy_and_spring,Cameron is trying to elongate two similar rubber bands. Cameron is curious to find the potential energy after the elongation. The value of the elastic potential energy stored in first rubber is 57 units.,Elastic potential energy is directly proportional to the square of the change in length and the spring constant.,"{'question_text': 'What could be the elastic potential energy stored in the other rubber band?', 'options': [{'A': 56}, {'B': 60}, {'C': 55}, {'D': 53}, {'E': 'None'}], 'value_answer': [56, 55, 53], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 57, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the elastic potential energy stored in the other rubber band?,"[{'A': 56}, {'B': 60}, {'C': 55}, {'D': 53}, {'E': 'None'}]","[56, 55, 53]","['A', 'C', 'D']",Sivapriya,"[56, 60, 55]"
1527,non_numerical,ultrasonic_sensor_and_distance,Abraham's experiment was to note the level of water boiling in a container for one hour. Abraham was able to note five readings with the help of some sensor.,"Ultrasonic sensors can measure the distance to a wide range of objects regardless of shape, color or surface texture.","{'question_text': 'What could be the sensor used?', 'options': [{'A': 'pressure sensors'}, {'B': 'temperature sensors'}, {'C': 'ultrasonic sensors'}, {'D': 'proximity sensor'}], 'value_answer': ['ultrasonic sensors'], 'option_answer': ['C'], 'other': {}}",What could be the sensor used?,"[{'A': 'pressure sensors'}, {'B': 'temperature sensors'}, {'C': 'ultrasonic sensors'}, {'D': 'proximity sensor'}]",['ultrasonic sensors'],['C'],Sivapriya,[temperature sensors]
45,attribute_comparison,direct_comparison,"John drew a circle of area 30 sq units. Then, his friend Nancy drew a circle of within it.",smaller circle has smaller area,"{'question_text': ""What could be the radius of Nancy's circle?"", 'options': [{'A': 25}, {'B': 23}, {'C': 28}, {'D': 38}], 'value_answer': [25, 23, 28], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 30, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of Nancy's circle?,"[{'A': 25}, {'B': 23}, {'C': 28}, {'D': 38}]","[25, 23, 28]","['A', 'B', 'C']",Neeraj,"[25, 23]"
1109,implicit_numerical_knowledge,working_days,Dylan recently joined the ACB company and has been going to the office for less than 6 weeks on all working days.,A week has 5 working days,"{'question_text': 'How many days Dylan could have gone to the office?', 'options': [{'A': 26}, {'B': 30}, {'C': 27}, {'D': 31}], 'value_answer': [26, 27], 'option_answer': ['A', 'C'], 'other': {'given_value': 30, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many days Dylan could have gone to the office?,"[{'A': 26}, {'B': 30}, {'C': 27}, {'D': 31}]","[26, 27]","['A', 'C']",Neeraj,"[26, 27, 30, 31]"
617,attribute_comparison,solubility_and_solid,"Carlos wanted to dissolve salt in water at two different temperatures. At temperature 265 K, the solubility was higher.",The solubility of a solid in water increases with an increase in temperature.,"{'question_text': 'What could be the temperature of the other solution?', 'options': [{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}], 'value_answer': [263, 262], 'option_answer': ['A', 'D'], 'other': {'given_value': 265, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of the other solution?,"[{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}]","[263, 262]","['A', 'D']",Yamini,"[263, 262]"
938,change_with_action,removing_components,Victor is carrying a bag whose weight is 14 units. Victor removes a ball to this bag.,Removing something decreases the weight of the whole,"{'question_text': 'What could be the weight of the bag now?', 'options': [{'A': 14}, {'B': 16}, {'C': 15}, {'D': 13}, {'E': 'None'}], 'value_answer': [13], 'option_answer': ['D'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of the bag now?,"[{'A': 14}, {'B': 16}, {'C': 15}, {'D': 13}, {'E': 'None'}]",[13],['D'],Neeraj,"[14, 13]"
53,attribute_comparison,direct_comparison,"Sebastian bought two cans and while loading them into a truck, Sebastian felt that the first can is heavier than the second. The weight of the first can is 40 units.",More weight implies an object is heavier,"{'question_text': 'What could be the weight of the second can?', 'options': [{'A': 50}, {'B': 59}, {'C': 20}, {'D': 41}], 'value_answer': [20], 'option_answer': ['C'], 'other': {'given_value': 40, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of the second can?,"[{'A': 50}, {'B': 59}, {'C': 20}, {'D': 41}]",[20],['C'],Neeraj,"[20, 41]"
888,change_with_action,boys_and_girls,There are a few girls in a class and 29 boys.,Total number of students is sum of number of boys and girls,"{'question_text': 'How many total students can be there in this class?', 'options': [{'A': 25}, {'B': 23}, {'C': 19}, {'D': 33}, {'E': 'None'}], 'value_answer': [33], 'option_answer': ['D'], 'other': {'given_value': 29, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many total students can be there in this class?,"[{'A': 25}, {'B': 23}, {'C': 19}, {'D': 33}, {'E': 'None'}]",[33],['D'],Neeraj,"[25, 33]"
1023,implicit_numerical_knowledge,chess,Christian bought more than 8 chess games.,"In chess, there are 4 knights, 4 bishops, and 4 rooks; 2 of black and 2 of white","{'question_text': 'How many black bishops Christian could have in total?', 'options': [{'A': 14}, {'B': 18}, {'C': 10}, {'D': 20}, {'E': 'None'}], 'value_answer': [18, 20], 'option_answer': ['B', 'D'], 'other': {'given_value': 16, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many black bishops Christian could have in total?,"[{'A': 14}, {'B': 18}, {'C': 10}, {'D': 20}, {'E': 'None'}]","[18, 20]","['B', 'D']",Neeraj,"[14, 18, 10, 20]"
1133,non_numerical,ball_throw,Matthew a small boy was playing with a ball along with his friend on his terrace. He threw the ball towards his friend.,A human can throw a ball to a limited distance,"{'question_text': 'Till where can the ball reach?', 'options': [{'A': 'moon'}, {'B': 'sun'}, {'C': ""neighbor's home""}, {'D': 'another planet'}], 'value_answer': [""neighbor's home""], 'option_answer': ['C'], 'other': {}}",Till where can the ball reach?,"[{'A': 'moon'}, {'B': 'sun'}, {'C': ""neighbor's home""}, {'D': 'another planet'}]","[""neighbor's home""]",['C'],Neeraj,[C]
120,attribute_comparison,literate,"There are many people in a village. Out of all the population, few of them are illitrates, and the rest 432 are literate.",Total members is sum of literate and illiterate,"{'question_text': ""What could be the number of George's kids?"", 'options': [{'A': 332}, {'B': 282}, {'C': 482}, {'D': 382}], 'value_answer': [482], 'option_answer': ['C'], 'other': {'given_value': 432, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the number of George's kids?,"[{'A': 332}, {'B': 282}, {'C': 482}, {'D': 382}]",[482],['C'],Neeraj,"[332, 382]"
524,attribute_comparison,diffusion_and_mass,Atlas as part of his assignment was given a problem about Graham's law. The question stated that the molar mass of gas with higher rate of diffusion is 33 units.,The rate of diffusion is inversely proportional to the molar mass.,"{'question_text': 'What could be the molar mass of the other gas?', 'options': [{'A': 29}, {'B': 27}, {'C': 25}, {'D': 33}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 33, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the molar mass of the other gas?,"[{'A': 29}, {'B': 27}, {'C': 25}, {'D': 33}, {'E': 'None'}]",['None'],['E'],Yamini,"[29, 27, 25]"
212,attribute_comparison,height_and_pressure,Tyler's house recently installed a water tank and the pressure head generated is 56 m.,Height is directly proportional to pressure head.,"{'question_text': ""What could be the pressure generated by the water tank installed at Tyler's friend's house which is lower than Tyler's house?"", 'options': [{'A': 58}, {'B': 56}, {'C': 62}, {'D': 53}], 'value_answer': [53], 'option_answer': ['D'], 'other': {'given_value': 56, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the pressure generated by the water tank installed at Tyler's friend's house which is lower than Tyler's house?,"[{'A': 58}, {'B': 56}, {'C': 62}, {'D': 53}]",[53],['D'],Kevin,[53]
72,attribute_comparison,distance,Two girls study in same school. The speed of walikng of both the girls is same. One of the girl takes less time to travel from home to school lives 25 metres away from school.,It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes can the other girl take to travel from home to school?', 'options': [{'A': 26}, {'B': 16}, {'C': 27}, {'D': 18}, {'E': 'None'}], 'value_answer': [26, 27], 'option_answer': ['A', 'C'], 'other': {'given_value': 25, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many minutes can the other girl take to travel from home to school?,"[{'A': 26}, {'B': 16}, {'C': 27}, {'D': 18}, {'E': 'None'}]","[26, 27]","['A', 'C']",Neeraj,"[26, 16, 27, 18]"
1254,non_numerical,desert_and_plants,Julian visited the Sahara desert as part of his research expedition to study desert plants and their living conditions.,"Cacti and Succulents can grow in desert regions where as plants like lotus, willow trees cannot grow in desert regions.","{'question_text': 'What could be the plant?', 'options': [{'A': 'cactus'}, {'B': 'lotus'}, {'C': 'willow'}, {'D': 'succulent'}], 'value_answer': ['cactus', 'succulent'], 'option_answer': ['A', 'D'], 'other': {}}",What could be the plant?,"[{'A': 'cactus'}, {'B': 'lotus'}, {'C': 'willow'}, {'D': 'succulent'}]","['cactus', 'succulent']","['A', 'D']",Yamini,"[cactus, succulent]"
