index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
589,attribute_comparison,pitch_and_amplitude,Samuel is testing the pitch of sound waves at different frequencies as part of the physics lab exam. The frequency of the sound wave when pitch is lower is 53 Hz.,The pitch of the sound is directly proportional to the frequency of the sound.,"{'question_text': 'What could be the frequency of the other sound?', 'options': [{'A': 49}, {'B': 48}, {'C': 50}, {'D': 54}, {'E': 'None'}], 'value_answer': [54], 'option_answer': ['D'], 'other': {'given_value': 53, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the frequency of the other sound?,"[{'A': 49}, {'B': 48}, {'C': 50}, {'D': 54}, {'E': 'None'}]",['54'],['D'],Yamini,"[49, 48, 50, 54]",1,1,"['49', '48', '50', '54']",4,3
510,attribute_comparison,compressibility_and_pressure,Brandon is an employee at fire extinguisher manufacturing industry. Brandon is asked to learn and observe how the compressibility factor changes at two different pressure of two identical gases. So Brandon compared the compressibility factor and pressure of both the gases to understand the same. The compressibility factor with lower pressure is 45 units.,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 39}, {'B': 42}, {'C': 50}, {'D': 44}], 'value_answer': [50], 'option_answer': ['C'], 'other': {'given_value': 45, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 39}, {'B': 42}, {'C': 50}, {'D': 44}]",['50'],['C'],Yamini,"[39, 42]",1,0,"['39', '42']",2,1
1471,non_numerical,current_flow,Thomas got a shock when he switched on a short-circuited switch using an object instead of his bare hands.,Metals are good conductors of electricity whereas insulators are bad conductors of electricity.,"{'question_text': 'What could be the object used?', 'options': [{'A': 'Copper stick'}, {'B': 'Rubber stick'}, {'C': 'Steel holder'}, {'D': 'Glass rod'}], 'value_answer': ['Copper stick', 'Steel holder'], 'option_answer': ['A', 'C'], 'other': {}}",What could be the object used?,"[{'A': 'Copper stick'}, {'B': 'Rubber stick'}, {'C': 'Steel holder'}, {'D': 'Glass rod'}]","[""'Copper stick'"", ""'Steel holder'""]","['A', 'C']",Sivapriya,"['Copper stick', 'Rubber stick']",2,2,"[""'Copper stick'"", ""'Rubber stick'""]",2,0
676,attribute_comparison,eyes,Joel and his friend wear spectacles because both of them have power. His eyes are better in comparison to his friends power. He wears spectacles of 6 power.,People with high power of spectacles have weak eyes as compared to people with low power of spectacles.,"{'question_text': 'What could be the value of spectacles of higher power', 'options': [{'A': 1}, {'B': 3}, {'C': 10}, {'D': 4}, {'E': 'None'}], 'value_answer': [10], 'option_answer': ['C'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the value of spectacles of higher power,"[{'A': 1}, {'B': 3}, {'C': 10}, {'D': 4}, {'E': 'None'}]",['10'],['C'],Sidharth,"[10, 4]",1,1,"['10', '4']",2,1
941,change_with_action,selling,Jesse organized a garage sale yesterday. Jesse sold a total of 101 items at a minimum price of 1 USD each.,Selling something reduces its quantity,"{'question_text': 'How much money Jesse could have made from the garage sale?', 'options': [{'A': 90}, {'B': 80}, {'C': 110}, {'D': 100}, {'E': 'None'}], 'value_answer': [110], 'option_answer': ['C'], 'other': {'given_value': 101, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How much money Jesse could have made from the garage sale?,"[{'A': 90}, {'B': 80}, {'C': 110}, {'D': 100}, {'E': 'None'}]",['110'],['C'],Neeraj,"[90, 80, 110, 100]",1,1,"['90', '80', '110', '100']",4,3
14,attribute_comparison,area_and_resistance,Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.,Resistance is inversely proportional to the area of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}], 'value_answer': [26, 25], 'option_answer': ['A', 'C'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}]","['26', '25']","['A', 'C']",Neeraj,"[22, 25, 21]",2,1,"['22', '25', '21']",3,1
1432,non_numerical,snake_move,Isaac saw an animal crawling in the forest. The animal had no legs and was moving on the ground.,Animals like snake doesn't have legs or hands.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'tiger'}, {'B': 'lion'}, {'C': 'snake'}, {'D': 'giraffe'}], 'value_answer': ['snake'], 'option_answer': ['C'], 'other': {}}",What could the animal be?,"[{'A': 'tiger'}, {'B': 'lion'}, {'C': 'snake'}, {'D': 'giraffe'}]","[""'snake'""]",['C'],Saurabh,[{'C': 'snake'}],1,1,"[""'C': 'snake'""]",1,0
71,attribute_comparison,distance,Two girls study in same school. The speed of walikng of both the girls is same. One of the girl takes more time to travel from home to school lives 16 metres away from school.,It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many meters away from the school can the other girl be staying?', 'options': [{'A': 13}, {'B': 21}, {'C': 22}, {'D': 18}], 'value_answer': [13], 'option_answer': ['A'], 'other': {'given_value': 16, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many meters away from the school can the other girl be staying?,"[{'A': 13}, {'B': 21}, {'C': 22}, {'D': 18}]",['13'],['A'],Neeraj,"[13, 18]",1,1,"['13', '18']",2,1
661,attribute_comparison,amount_of_food_2,Noah invited guests on two consecutive days. On both days he cooked same amount of food but the food on first day was sufficient but on 2nd day it was not. The number of people came on the second day was 32.,Amount of food required to feed is directly proportional to the number of people.,"{'question_text': 'What could be the number of people came on the first day?', 'options': [{'A': 31}, {'B': 35}, {'C': 33}, {'D': 29}, {'E': 'None'}], 'value_answer': [35, 33], 'option_answer': ['B', 'C'], 'other': {'given_value': 32, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the number of people came on the first day?,"[{'A': 31}, {'B': 35}, {'C': 33}, {'D': 29}, {'E': 'None'}]","['35', '33']","['B', 'C']",Sidharth,"[31, 35, 33, 29]",2,2,"['31', '35', '33', '29']",4,2
1011,implicit_numerical_knowledge,cards,"While cleaning the room, Alex found that he lost few cards from all his 2 decks.","In a deck of cards, there are 52 cards","{'question_text': 'How many cards could he be having now?', 'options': [{'A': 120}, {'B': 92}, {'C': 108}, {'D': 88}], 'value_answer': [92, 88], 'option_answer': ['B', 'D'], 'other': {'given_value': 104, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many cards could he be having now?,"[{'A': 120}, {'B': 92}, {'C': 108}, {'D': 88}]","['92', '88']","['B', 'D']",Neeraj,"[120, 92, 108, 88]",2,2,"['120', '92', '108', '88']",4,2
364,attribute_comparison,cylinder_and_volume,Jesse's has two cylindrical shaped bottles with same radius. Volume of the bottle having less height is 40 units.,Volume of the cylinder is directly proportional to height.,"{'question_text': 'What could be the volume of the other bottle?', 'options': [{'A': 39}, {'B': 41}, {'C': 42}, {'D': 40}, {'E': 'None'}], 'value_answer': [41, 42], 'option_answer': ['B', 'C'], 'other': {'given_value': 40, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of the other bottle?,"[{'A': 39}, {'B': 41}, {'C': 42}, {'D': 40}, {'E': 'None'}]","['41', '42']","['B', 'C']",Saurabh,[40],2,0,['40'],1,-1
454,attribute_comparison,thickness_and_weight,Parker has two books: Physics and Chemistry. Parker is carrying thinner book which is Physics and has 23 units of weight.,Weight of book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the weight of Chemistry book ?', 'options': [{'A': 26}, {'B': 21}, {'C': 27}, {'D': 18}, {'E': 'None'}], 'value_answer': [26, 27], 'option_answer': ['A', 'C'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of Chemistry book ?,"[{'A': 26}, {'B': 21}, {'C': 27}, {'D': 18}, {'E': 'None'}]","['26', '27']","['A', 'C']",Saurabh,"[26, 27]",2,2,"['26', '27']",2,0
1360,non_numerical_sg,vegetables_and_fruits,Brandon goes to a farm and sees an item growing on a tree. He cuts it open and he finds seeds in it.,"Fruits are seed-bearing structures developed from ovary of plant whereas vegetables are plant parts such as roots, leaves and stems.","{'question_text': 'What could the item be?', 'options': [{'A': 'Carrot'}, {'B': 'Mango'}, {'C': 'Banana'}, {'D': 'Potato'}], 'value_answer': ['Mango', 'Banana'], 'option_answer': ['B', 'C'], 'other': {}}",What could the item be?,"[{'A': 'Carrot'}, {'B': 'Mango'}, {'C': 'Banana'}, {'D': 'Potato'}]","[""'Mango'"", ""'Banana'""]","['B', 'C']",Sidharth,"['Carrot', 'Mango', 'Banana']",2,2,"[""'Carrot'"", ""'Mango'"", ""'Banana'""]",3,1
669,attribute_comparison,battery_time,Brandon is testing on screen time of two mobile. The mobile with lower on screen time has a battery of 5250 mAh. ,Mobile on screen time is directly proportional to it's battery capacity.,"{'question_text': 'What could be the battery capacity of other device?', 'options': [{'A': 5259}, {'B': 5251}, {'C': 5236}, {'D': 5268}, {'E': 'None'}], 'value_answer': [5259, 5251, 5268], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 5250, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the battery capacity of other device?,"[{'A': 5259}, {'B': 5251}, {'C': 5236}, {'D': 5268}, {'E': 'None'}]","['5259', '5251', '5268']","['A', 'B', 'D']",Sidharth,"[5259, 5251, 5268]",3,3,"['5259', '5251', '5268']",3,0
318,attribute_comparison,momentum_and_mass,There are two different objects moving with same velocities. The heavier object has a momentum of 74 units.,Momentum is directly proportional to mass.,"{'question_text': 'What could be momentum of the lighter object?', 'options': [{'A': 79}, {'B': 83}, {'C': 66}, {'D': 75}, {'E': 'None'}], 'value_answer': [66], 'option_answer': ['C'], 'other': {'given_value': 74, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be momentum of the lighter object?,"[{'A': 79}, {'B': 83}, {'C': 66}, {'D': 75}, {'E': 'None'}]",['66'],['C'],Himanshu,"[79, 83]",1,0,"['79', '83']",2,1
924,change_with_action,money,Adam has 79 dollars and he borrows some money from his friends.,When one borrows money they have money,"{'question_text': 'How much money could be with Adam now?', 'options': [{'A': 88}, {'B': 97}, {'C': 98}, {'D': 62}], 'value_answer': [88, 97, 98], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 79, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How much money could be with Adam now?,"[{'A': 88}, {'B': 97}, {'C': 98}, {'D': 62}]","['88', '97', '98']","['A', 'B', 'C']",Neeraj,"[88, 97, 98]",3,3,"['88', '97', '98']",3,0
1560,non_numerical,square_diagonal,Tyler was given a figure of four sides which are equal in length.,A square has only two diagonals.,"{'question_text': 'What could be the number of diagonals in the figure?', 'options': [{'A': 'one'}, {'B': 'two'}, {'C': 'three'}, {'D': 'four'}], 'value_answer': ['two'], 'option_answer': ['B'], 'other': {}}",What could be the number of diagonals in the figure?,"[{'A': 'one'}, {'B': 'two'}, {'C': 'three'}, {'D': 'four'}]","[""'two'""]",['B'],Sidharth,"[two, four]",1,0,"['two', 'four']",2,1
1399,non_numerical,hammer_fish,During researching about different types of fish. Marine biologist found a peculiar fish whose head resembles a tool.,Animal like hammerhead fish have a head shaped similar to hammer.,"{'question_text': 'What could be the fish?', 'options': [{'A': 'hammerhead'}, {'B': 'octopus'}, {'C': 'goldfish'}, {'D': 'whale'}], 'value_answer': ['hammerhead'], 'option_answer': ['A'], 'other': {}}",What could be the fish?,"[{'A': 'hammerhead'}, {'B': 'octopus'}, {'C': 'goldfish'}, {'D': 'whale'}]","[""'hammerhead'""]",['A'],Saurabh,[hammerhead],1,0,['hammerhead'],1,0
983,implicit_numerical_knowledge,arms,"In a sports meeting, more than 16 sportsmen were present. All of them given a band for both their hands.",A human has 2 arms,"{'question_text': 'How many bands could have been given in total?', 'options': [{'A': 36}, {'B': 28}, {'C': 30}, {'D': 26}], 'value_answer': [36], 'option_answer': ['A'], 'other': {'given_value': 32, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many bands could have been given in total?,"[{'A': 36}, {'B': 28}, {'C': 30}, {'D': 26}]",['36'],['A'],Neeraj,"[36, 28, 30, 26]",1,1,"['36', '28', '30', '26']",4,3
306,attribute_comparison,frequency and wavelength,There are two waves that move with the same speeds and Parker has to find the relationship between its frequency and wavelength. The wavelength of the wave with lower frequency is 76494 units.,"Given two waves with same velocity, the wave with higher frequency will have lower wavelength.","{'question_text': 'What could be the frequency of the wave with lower wavelength?', 'options': [{'A': 75500}, {'B': 75800}, {'C': 76700}, {'D': 76500}], 'value_answer': [75500, 75800], 'option_answer': ['A', 'B'], 'other': {'given_value': 76494, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the frequency of the wave with lower wavelength?,"[{'A': 75500}, {'B': 75800}, {'C': 76700}, {'D': 76500}]","['75500', '75800']","['A', 'B']",Himanshu,"[75500, 75800, 76700, 76500]",2,2,"['75500', '75800', '76700', '76500']",4,2
255,attribute_comparison,height_comparison ,Hayden is taller than his friend. Hayden is 174 cms tall.Hayden is 174 cms tall and is taller than his friend.,Taller means more higher.,"{'question_text': ""What could be the height of Hayden's friend?"", 'options': [{'A': 165}, {'B': 176}, {'C': 179}, {'D': 171}], 'value_answer': [165, 171], 'option_answer': ['A', 'D'], 'other': {'given_value': 174, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height of Hayden's friend?,"[{'A': 165}, {'B': 176}, {'C': 179}, {'D': 171}]","['165', '171']","['A', 'D']",Kevin,"[165, 171]",2,2,"['165', '171']",2,0
1433,non_numerical,snake_move,Bennett got scared by seeing an animal crawling on the ground. The animal did not have any legs to move,Animals like snake doesn't have legs or hands.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'tiger'}, {'B': 'lion'}, {'C': 'snake'}, {'D': 'giraffe'}], 'value_answer': ['snake'], 'option_answer': ['C'], 'other': {}}",What could the animal be?,"[{'A': 'tiger'}, {'B': 'lion'}, {'C': 'snake'}, {'D': 'giraffe'}]","[""'snake'""]",['C'],Saurabh,['snake'],1,1,"[""'snake'""]",1,0
